AutoID,ID_Comanda,Seq,NumBatch,ID_Articulo,ID_Concepto,Tipo,Fecha,ID_Proveedor,ID_Almacen,Locacion,Cantidad,Costo,Referencia,Fecha_Mov,SeriesRef,Notas,ID_Requisicion,ID_UM,ID_UMMov,CostoXTransferencia,Descuento
31,-1,-1,31,90002,SCON,S,6/3/19,,1,General,1,$0.00,,7/24/19,,,,Pza,Pza,$0.00,$0.00
32,-1,-1,32,90002,SCON,S,6/3/19,,1,General,1,$0.00,,7/24/19,,,,Pza,Pza,$0.00,$0.00
33,-1,-1,33,90002,SCON,S,6/3/19,,1,General,1,$0.00,,7/24/19,,,,Pza,Pza,$0.00,$0.00
34,-1,-1,34,90002,SCON,S,6/3/19,,1,General,1,$0.00,,7/24/19,,,,Pza,Pza,$0.00,$0.00
35,-1,-1,35,90002,SCON,S,6/3/19,,1,General,1,$0.00,,7/24/19,,,,Pza,Pza,$0.00,$0.00
36,-1,-1,36,90002,SCON,S,6/3/19,,1,General,1,$0.00,,7/24/19,,,,Pza,Pza,$0.00,$0.00
37,-1,-1,37,90002,SCON,S,6/3/19,,1,General,1,$0.00,,7/24/19,,,,Pza,Pza,$0.00,$0.00
38,-1,-1,38,90002,SCON,S,6/3/19,,1,General,1,$0.00,,7/24/19,,,,Pza,Pza,$0.00,$0.00
39,-1,-1,39,90002,SCON,S,6/3/19,,1,General,1,$0.00,,7/24/19,,,,Pza,Pza,$0.00,$0.00
40,-1,-1,40,90002,SCON,S,6/3/19,,1,General,1,$0.00,,7/24/19,,,,Pza,Pza,$0.00,$0.00
41,-1,-1,41,90002,SCON,S,6/3/19,,1,General,1,$0.00,,7/24/19,,,,Pza,Pza,$0.00,$0.00
42,-1,-1,42,90002,SCON,S,6/3/19,,1,General,1,$0.00,,7/24/19,,,,Pza,Pza,$0.00,$0.00
43,-1,-1,43,90002,SCON,S,6/3/19,,1,General,1,$0.00,,7/24/19,,,,Pza,Pza,$0.00,$0.00
44,-1,-1,44,90002,SCON,S,6/3/19,,1,General,1,$0.00,,7/24/19,,,,Pza,Pza,$0.00,$0.00
45,-1,-1,45,90002,SCON,S,6/3/19,,1,General,1,$0.00,,7/24/19,,,,Pza,Pza,$0.00,$0.00
46,-1,-1,46,90002,SCON,S,6/3/19,,1,General,1,$0.00,,7/24/19,,,,Pza,Pza,$0.00,$0.00
47,-1,-1,47,90002,SCON,S,6/3/19,,1,General,1,$0.00,,7/24/19,,,,Pza,Pza,$0.00,$0.00
48,-1,-1,48,90002,SCON,S,6/3/19,,1,General,1,$0.00,,7/24/19,,,,Pza,Pza,$0.00,$0.00
49,-1,-1,49,10616,SCON,S,6/3/19,,1,General,0.02,$19.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
50,-1,-1,49,10915,SCON,S,6/3/19,,1,General,0.02,$8.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
51,-1,-1,49,10006,SCON,S,6/3/19,,1,General,1,$51.22,,7/24/19,,,,Kg,Kg,$0.00,$0.00
52,-1,-1,49,10192,SCON,S,6/3/19,,1,General,1,$9.30,,7/24/19,,,,Kg,Kg,$0.00,$0.00
53,-1,-1,49,10604,SCON,S,6/3/19,,1,General,0.526315789,$55.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
54,-1,-1,49,10083,SCON,S,6/3/19,,1,General,0.014,$82.30,,7/24/19,,,,Kg,Kg,$0.00,$0.00
55,-1,-1,49,10082,SCON,S,6/3/19,,1,General,0.015,$240.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
56,-1,-1,49,10170,SCON,S,6/3/19,,1,General,0.015,$452.83,,7/24/19,,,,Kg,Kg,$0.00,$0.00
57,-1,-1,49,10127,SCON,S,6/3/19,,1,General,0.002,$270.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
58,-1,-1,49,10664,SCON,S,6/3/19,,1,General,0.15625,$16.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
59,-1,-1,49,20614,SCON,S,6/3/19,,1,General,7,$8.62,,7/24/19,,,,Pza,Pza,$0.00,$0.00
60,-1,-1,49,10263,SCON,S,6/3/19,,1,General,2.25,$11.73,,7/24/19,,,,Lt,Lt,$0.00,$0.00
61,-1,-1,49,10678,SCON,S,6/3/19,,1,General,0.04,$12.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
62,-1,-1,49,10405,SCON,S,6/3/19,,1,General,0.08,$70.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
63,-1,-1,50,SR004,ECOMP,E,6/3/19,,1,General,5,$0.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
64,-1,-1,51,SR004,SCON,S,6/3/19,,1,General,0.035,$0.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
65,-1,-1,52,10616,SCON,S,6/3/19,,1,General,0.02,$19.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
66,-1,-1,52,10915,SCON,S,6/3/19,,1,General,0.02,$8.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
67,-1,-1,52,10678,SCON,S,6/3/19,,1,General,0.04,$12.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
68,-1,-1,52,10405,SCON,S,6/3/19,,1,General,0.08,$70.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
69,-1,-1,53,SR004,SCON,S,6/3/19,,1,General,0.035,$157.82,,7/24/19,,,,Kg,Kg,$0.00,$0.00
70,-1,-1,54,10616,SCON,S,6/3/19,,1,General,0.02,$19.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
71,-1,-1,54,10915,SCON,S,6/3/19,,1,General,0.02,$8.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
72,-1,-1,54,10678,SCON,S,6/3/19,,1,General,0.04,$12.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
73,-1,-1,54,10405,SCON,S,6/3/19,,1,General,0.08,$70.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
74,-1,-1,55,SR004,SCON,S,6/3/19,,1,General,0.035,$157.82,,7/24/19,,,,Kg,Kg,$0.00,$0.00
75,-1,-1,56,10616,SCON,S,6/3/19,,1,General,0.02,$19.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
76,-1,-1,56,10915,SCON,S,6/3/19,,1,General,0.02,$8.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
77,-1,-1,56,10678,SCON,S,6/3/19,,1,General,0.04,$12.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
78,-1,-1,56,10405,SCON,S,6/3/19,,1,General,0.08,$70.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
79,-1,-1,57,SR004,SCON,S,6/3/19,,1,General,0.035,$157.82,,7/24/19,,,,Kg,Kg,$0.00,$0.00
80,-1,-1,58,10616,SCON,S,6/3/19,,1,General,0.02,$19.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
81,-1,-1,58,10915,SCON,S,6/3/19,,1,General,0.02,$8.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
82,-1,-1,58,10678,SCON,S,6/3/19,,1,General,0.04,$12.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
83,-1,-1,58,10405,SCON,S,6/3/19,,1,General,0.08,$70.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
84,-1,-1,59,SR004,SCON,S,6/3/19,,1,General,0.035,$157.82,,7/24/19,,,,Kg,Kg,$0.00,$0.00
85,-1,-1,60,10616,SCON,S,6/3/19,,1,General,0.02,$19.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
86,-1,-1,60,10915,SCON,S,6/3/19,,1,General,0.02,$8.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
87,-1,-1,60,10678,SCON,S,6/3/19,,1,General,0.04,$12.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
88,-1,-1,60,10405,SCON,S,6/3/19,,1,General,0.08,$70.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
89,-1,-1,61,SR004,SCON,S,6/3/19,,1,General,0.035,$157.82,,7/24/19,,,,Kg,Kg,$0.00,$0.00
90,-1,-1,62,10616,SCON,S,6/3/19,,1,General,0.02,$19.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
91,-1,-1,62,10915,SCON,S,6/3/19,,1,General,0.02,$8.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
92,-1,-1,62,10678,SCON,S,6/3/19,,1,General,0.04,$12.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
93,-1,-1,62,10405,SCON,S,6/3/19,,1,General,0.08,$70.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
94,-1,-1,63,SR004,SCON,S,6/3/19,,1,General,0.035,$157.82,,7/24/19,,,,Kg,Kg,$0.00,$0.00
95,-1,-1,64,10129,SCON,S,6/3/19,,1,General,2,$39.29,,7/24/19,,,,Kg,Kg,$0.00,$0.00
96,-1,-1,64,10258,SCON,S,6/3/19,,1,General,0.5,$26.25,,7/24/19,,,,Lt,Lt,$0.00,$0.00
97,-1,-1,64,10023,SCON,S,6/3/19,,1,General,2,$15.80,,7/24/19,,,,Kg,Kg,$0.00,$0.00
98,-1,-1,64,10016,SCON,S,6/3/19,,1,General,1,$23.80,,7/24/19,,,,Kg,Kg,$0.00,$0.00
99,-1,-1,64,10059,SCON,S,6/3/19,,1,General,0.15,$350.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
100,-1,-1,64,10128,SCON,S,6/3/19,,1,General,2.32,$31.39,,7/24/19,,,,Kg,Kg,$0.00,$0.00
101,-1,-1,65,SR005,ECOMP,E,6/3/19,,1,General,20,$0.00,,7/24/19,,,,Lt,Lt,$0.00,$0.00
102,-1,-1,66,SR005,SCON,S,6/3/19,,1,General,0.25,$0.00,,7/24/19,,,,Lt,Lt,$0.00,$0.00
103,-1,-1,67,30332,SCON,S,6/3/19,,1,General,1,$6.64,,7/24/19,,,,Pza,Pza,$0.00,$0.00
104,-1,-1,68,10633,SCON,S,6/3/19,,1,General,0.075,$16.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
105,-1,-1,68,10421,SCON,S,6/3/19,,1,General,0.095,$80.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
106,-1,-1,68,10811,SCON,S,6/3/19,,1,General,0.14,$105.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
107,-1,-1,68,10417,SCON,S,6/3/19,,1,General,0.085,$47.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
108,-1,-1,68,10923,SCON,S,6/3/19,,1,General,6,$0.76,,7/24/19,,,,Pza,Pza,$0.00,$0.00
109,-1,-1,68,10403,SCON,S,6/3/19,,1,General,0.15,$60.50,,7/24/19,,,,Kg,Kg,$0.00,$0.00
110,-1,-1,68,10627,SCON,S,6/3/19,,1,General,0.882352941,$105.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
111,-1,-1,68,10621,SCON,S,6/3/19,,1,General,0.588235294,$160.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
112,-1,-1,68,10171,SCON,S,6/3/19,,1,General,0.006,$162.30,,7/24/19,,,,Kg,Kg,$0.00,$0.00
113,-1,-1,68,10083,SCON,S,6/3/19,,1,General,0.006,$82.30,,7/24/19,,,,Kg,Kg,$0.00,$0.00
114,-1,-1,68,10082,SCON,S,6/3/19,,1,General,0.011,$240.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
115,-1,-1,68,10169,SCON,S,6/3/19,,1,General,0.02,$20.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
116,-1,-1,68,10059,SCON,S,6/3/19,,1,General,0.1,$350.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
117,-1,-1,68,10055,SCON,S,6/3/19,,1,General,0.2,$62.19,,7/24/19,,,,Kg,Kg,$0.00,$0.00
118,-1,-1,68,10127,SCON,S,6/3/19,,1,General,0.02,$270.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
119,-1,-1,68,10263,SCON,S,6/3/19,,1,General,0.011,$11.73,,7/24/19,,,,Lt,Lt,$0.00,$0.00
120,-1,-1,69,SR003,ECOMP,E,6/3/19,,1,General,10,$0.00,,7/24/19,,,,Lt,Lt,$0.00,$0.00
121,-1,-1,70,SR003,SCON,S,6/3/19,,1,General,0.06,$0.00,,7/24/19,,,,Lt,Lt,$0.00,$0.00
122,-1,-1,71,20603,SCON,S,6/3/19,,1,General,1,$5.75,,7/24/19,,,,Pza,Pza,$0.00,$0.00
123,-1,-1,72,20603,SCON,S,6/3/19,,1,General,1,$5.75,,7/24/19,,,,Pza,Pza,$0.00,$0.00
124,-1,-1,73,20003,SCON,S,6/3/19,,1,General,1,$4.50,,7/24/19,,,,Pza,Pza,$0.00,$0.00
125,-1,-1,74,10811,SCON,S,6/3/19,,1,General,0.02,$105.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
126,-1,-1,74,10657,SCON,S,6/3/19,,1,General,0.233333333,$18.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
127,-1,-1,74,10604,SCON,S,6/3/19,,1,General,0.842105263,$55.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
128,-1,-1,74,10616,SCON,S,6/3/19,,1,General,1.366666667,$19.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
129,-1,-1,74,11205,SCON,S,6/3/19,,1,General,4.5,$50.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
130,-1,-1,74,11205,SCON,S,6/3/19,,1,General,0.15,$50.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
131,-1,-1,74,10055,SCON,S,6/3/19,,1,General,0.065,$62.19,,7/24/19,,,,Kg,Kg,$0.00,$0.00
132,-1,-1,74,10004,SCON,S,6/3/19,,1,General,1,$22.96,,7/24/19,,,,Lt,Lt,$0.00,$0.00
133,-1,-1,74,10619,SCON,S,6/3/19,,1,General,0.2,$70.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
134,-1,-1,74,10691,SCON,S,6/3/19,,1,General,0.25,$12.50,,7/24/19,,,,Kg,Kg,$0.00,$0.00
135,-1,-1,74,10657,SCON,S,6/3/19,,1,General,0.611111111,$18.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
136,-1,-1,74,10604,SCON,S,6/3/19,,1,General,0.036842105,$55.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
137,-1,-1,74,10616,SCON,S,6/3/19,,1,General,0.077777778,$19.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
138,-1,-1,74,10016,SCON,S,6/3/19,,1,General,1,$23.80,,7/24/19,,,,Kg,Kg,$0.00,$0.00
139,-1,-1,75,SR013,ECOMP,E,6/3/19,,1,General,30,$0.00,,7/24/19,,,,Lt,Lt,$0.00,$0.00
140,-1,-1,75,SR007,ECOMP,E,6/3/19,,1,General,1,$0.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
141,-1,-1,76,SR013,SCON,S,6/3/19,,1,General,0.25,$0.00,,7/24/19,,,,Lt,Lt,$0.00,$0.00
142,-1,-1,76,SR007,SCON,S,6/3/19,,1,General,0.03,$0.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
143,-1,-1,77,10811,SCON,S,6/3/19,,1,General,-0.02,$105.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
144,-1,-1,78,10604,SCON,S,6/3/19,,1,General,0.073684211,$55.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
145,-1,-1,78,10616,SCON,S,6/3/19,,1,General,0.288888889,$19.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
146,-1,-1,78,30722,SCON,S,6/3/19,,1,General,0.03,$344.83,,7/24/19,,,,Lt,Lt,$0.00,$0.00
147,-1,-1,78,10433,SCON,S,6/3/19,,1,General,1.5,$80.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
148,-1,-1,79,SR014,ECOMP,E,6/3/19,,1,General,30,$0.00,,7/24/19,,,,Lt,Lt,$0.00,$0.00
149,-1,-1,80,SR014,SCON,S,6/3/19,,1,General,0.25,$0.00,,7/24/19,,,,Lt,Lt,$0.00,$0.00
150,-1,-1,81,10149,SCON,S,6/3/19,,1,General,0.006,$239.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
151,-1,-1,81,10015,SCON,S,6/3/19,,1,General,0.006,$128.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
152,-1,-1,81,10689,SCON,S,6/3/19,,1,General,0.084210526,$125.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
153,-1,-1,81,10810,SCON,S,6/3/19,,1,General,0.02,$208.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
154,-1,-1,81,10656,SCON,S,6/3/19,,1,General,0.022222222,$21.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
155,-1,-1,81,20212,SCON,S,6/3/19,,1,General,2,$60.64,,7/24/19,,,,Lt,Lt,$0.00,$0.00
156,-1,-1,81,10002,SCON,S,6/3/19,,1,General,1,$169.24,,7/24/19,,,,Lt,Lt,$0.00,$0.00
157,-1,-1,81,10662,SCON,S,6/3/19,,1,General,0.105263158,$13.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
158,-1,-1,81,10659,SCON,S,6/3/19,,1,General,0.105263158,$35.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
159,-1,-1,81,10660,SCON,S,6/3/19,,1,General,0.105263158,$12.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
160,-1,-1,82,SR002,ECOMP,E,6/3/19,,1,General,3,$0.00,,7/24/19,,,,Lt,Lt,$0.00,$0.00
161,-1,-1,83,SR002,SCON,S,6/3/19,,1,General,0.05,$0.00,,7/24/19,,,,Lt,Lt,$0.00,$0.00
162,-1,-1,84,10149,SCON,S,6/3/19,,1,General,0.006,$239.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
163,-1,-1,84,10015,SCON,S,6/3/19,,1,General,0.006,$128.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
164,-1,-1,84,10689,SCON,S,6/3/19,,1,General,0.084210526,$125.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
165,-1,-1,84,10810,SCON,S,6/3/19,,1,General,0.02,$208.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
166,-1,-1,84,10656,SCON,S,6/3/19,,1,General,0.022222222,$21.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
167,-1,-1,84,10662,SCON,S,6/3/19,,1,General,0.105263158,$13.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
168,-1,-1,84,10659,SCON,S,6/3/19,,1,General,0.105263158,$35.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
169,-1,-1,84,10660,SCON,S,6/3/19,,1,General,0.105263158,$12.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
170,-1,-1,85,SR002,SCON,S,6/3/19,,1,General,0.05,$290.53,,7/24/19,,,,Lt,Lt,$0.00,$0.00
171,-1,-1,86,10924,SCON,S,6/3/19,,1,General,0.024,$13.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
172,-1,-1,86,10117,SCON,S,6/3/19,,1,General,0.024,$14.10,,7/24/19,,,,Kg,Kg,$0.00,$0.00
173,-1,-1,87,11204,SCON,S,6/3/19,,1,General,0.06,$88.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
174,-1,-1,87,10915,SCON,S,6/3/19,,1,General,0.02,$8.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
175,-1,-1,88,11204,SCON,S,6/3/19,,1,General,0.06,$88.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
176,-1,-1,88,10915,SCON,S,6/3/19,,1,General,0.02,$8.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
177,-1,-1,89,10915,SCON,S,6/3/19,,1,General,0.02,$8.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
178,-1,-1,89,10440,SCON,S,6/3/19,,1,General,0.08,$190.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
179,-1,-1,90,10915,SCON,S,6/3/19,,1,General,0.02,$8.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
180,-1,-1,90,10440,SCON,S,6/3/19,,1,General,0.08,$190.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
181,-1,-1,91,20603,SCON,S,6/3/19,,1,General,1,$5.75,,7/24/19,,,,Pza,Pza,$0.00,$0.00
182,-1,-1,92,10664,SCON,S,6/3/19,,1,General,22.22222222,$16.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
183,-1,-1,93,SR029,ECOMP,E,6/3/19,,1,General,2.5,$0.00,,7/24/19,,,,Lt,Lt,$0.00,$0.00
184,-1,-1,94,SR029,SCON,S,6/3/19,,1,General,0.03,$0.00,,7/24/19,,,,Lt,Lt,$0.00,$0.00
185,-1,-1,95,20003,SCON,S,6/3/19,,1,General,1,$4.50,,7/24/19,,,,Pza,Pza,$0.00,$0.00
186,-1,-1,96,10664,SCON,S,6/3/19,,1,General,88.88888889,$16.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
187,-1,-1,96,10023,SCON,S,6/3/19,,1,General,3,$15.80,,7/24/19,,,,Kg,Kg,$0.00,$0.00
188,-1,-1,97,SR031,ECOMP,E,6/3/19,,1,General,20,$0.00,,7/24/19,,,,Lt,Lt,$0.00,$0.00
189,-1,-1,98,SR031,SCON,S,6/3/19,,1,General,0.25,$0.00,,7/24/19,,,,Lt,Lt,$0.00,$0.00
190,-1,-1,99,20603,SCON,S,6/3/19,,1,General,1,$5.75,,7/24/19,,,,Pza,Pza,$0.00,$0.00
191,-1,-1,100,20603,SCON,S,6/3/19,,1,General,1,$5.75,,7/24/19,,,,Pza,Pza,$0.00,$0.00
192,-1,-1,101,SR031,SCON,S,6/3/19,,1,General,0.25,"$1,013.42",,7/24/19,,,,Lt,Lt,$0.00,$0.00
193,-1,-1,102,10149,SCON,S,6/3/19,,1,General,0.006,$239.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
194,-1,-1,102,10015,SCON,S,6/3/19,,1,General,0.006,$128.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
195,-1,-1,102,10689,SCON,S,6/3/19,,1,General,0.084210526,$125.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
196,-1,-1,102,10810,SCON,S,6/3/19,,1,General,0.02,$208.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
197,-1,-1,102,10656,SCON,S,6/3/19,,1,General,0.022222222,$21.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
198,-1,-1,102,10662,SCON,S,6/3/19,,1,General,0.105263158,$13.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
199,-1,-1,102,10659,SCON,S,6/3/19,,1,General,0.105263158,$35.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
200,-1,-1,102,10660,SCON,S,6/3/19,,1,General,0.105263158,$12.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
201,-1,-1,103,SR002,SCON,S,6/3/19,,1,General,0.05,$290.53,,7/24/19,,,,Lt,Lt,$0.00,$0.00
202,-1,-1,104,10095,SCON,S,6/3/19,,1,General,4,$19.30,,7/24/19,,,,Kg,Kg,$0.00,$0.00
203,-1,-1,104,10192,SCON,S,6/3/19,,1,General,0.03,$9.30,,7/24/19,,,,Kg,Kg,$0.00,$0.00
204,-1,-1,104,10616,SCON,S,6/3/19,,1,General,0.366666667,$19.00,,7/24/19,,,,Kg,Kg,$0.00,$0.00
205,-1,-1,104,10404,SCON,S,6/3/19,,1,General,0.1,$99.50,,7/24/19,,,,Kg,Kg,$0.00,$0.00
